iso3,gdp_pc_pp,pop,urbanization_rate,prepare_scaleup,ew,finance_pre,borrowing_ability,avg_prod_k,tau_tax,reconstruction_share_sigma_h,pov_rate_2.15,rho,max_increased_spending,shareable,income_elasticity_eta,average_aid_cost_pc,dk,dw,dk_tot,dw_tot,axfin,c,dS_reco,dW_long_term,dW_reco,dc_long_term,diversified_share,dk_pub,dk_reco,fa,gamma_SP,help_fee,help_needed,help_received,income_share,k,lambda_h,liquidity,n,v_ew,dWpc_currency,dWtot_currency,risk,resilience,risk_to_assets
BGD,6263.00463511584,171186372.0,0.3971099999999999,0.7430143350200373,0.8203511395181686,0.8333333333333334,0.6083333333333334,0.2770114487863902,0.0444874497808178,0.2102081880793796,0.095763822443,0.06,0.05,0.8,1.5,1.8602784365289795,18.864784758994496,4.781030509348879e-05,3229394061.453162,8184.4726731674655,0.0049273452739936035,2567.831900397495,2.212030261228781,3.8586506167286165e-05,9.223798926202622e-06,17.111282797527547,0.018548959440911204,14.899252536298766,816.3844417637446,0.0020181418622417973,0.082,1.8602784365289795,1.8602784365289795,1.8602784365289795,0.08200000000000002,9269.768132860125,0.010637966565348867,118.18601621946652,0.0811549057250676,0.19549744046672052,23.69712256317736,4056624438.4296727,0.003783666777174445,0.7960791319157133,0.003012098163431357
BGR,26961.2912585423,6465097.0,0.76363,0.4856640200425024,0.5481724147748034,0.8333333333333334,0.7250000000000001,0.3470229186386416,0.2779317433954221,0.0801391761858496,0.002478634814,0.06,0.05,0.8,1.5,1.5874518621332678,40.576207853526284,1.1570776304564959e-05,262329119.66520923,74.806191174314,0.013862251110939972,3235.354951025076,3.8308380506550757,1.1304944673361399e-05,2.6583163120355867e-07,41.155302034053975,0.04084373424832191,37.324463983398886,163.16999462313117,0.002354821391175792,0.060000000000000005,1.5874518621332678,1.5874518621332678,1.5874518621332678,0.024000000000000004,9323.173707711456,0.01409975494991555,144.78604284579438,0.022926974580440684,0.040571392061508546,51.22400481223925,331168159.8395935,0.0018999091816868992,0.7921326729969221,0.0015049801385410384
BIH,16737.226012295796,3233526.0,0.49841,0.202715421325147,0.3587490009203474,0.7407407407407408,0.5203703703703704,0.3638449267006413,0.1932890358513667,0.1380499995836406,0.000749787577,0.06,0.05,0.8,1.5,3.7561577757292532,56.941205312388135,3.266349037000419e-05,184120867.84894517,105.61824536215818,0.013040403769350853,2343.211641721412,4.841162827920378,2.8084829614851267e-05,4.578660755152922e-06,53.92163477064134,0.029581618426128588,49.08047194272096,312.3937905968704,0.003228716531409958,0.07,3.756157775729254,3.7564288937778367,3.7561577757292532,0.028,6440.13828355321,0.01850776707179957,106.5338606800915,0.026304897667233887,0.061081100333241795,70.72741931825136,228698949.27846807,0.004225755167928804,0.8050796404173951,0.0034020694510880707
BLR,19092.111174022295,9228071.0,0.80326,0.4236035393738244,0.4612760789957857,0.8333333333333334,0.5166666666666667,0.3634728967331161,0.4667404971254493,0.0369119498691073,0.0,0.06,0.05,0.8,1.5,0.9640634358554225,48.30685810258945,2.0253082945281063e-05,445779116.3576208,186.89688738794274,0.015525107986902532,2672.8955643631216,2.397215315678553,1.979717382405899e-05,4.559091212220698e-07,48.92097309365114,0.07073445521292801,46.52375777797259,88.0859415963957,0.0026588510948039527,0.07,0.9640634358554225,0.9640634358554225,0.9640634358554225,0.028,7353.768570881158,0.015953106568823715,78.36249894002616,0.02671244333979106,0.05625444649015529,53.4283882553528,493040960.2359618,0.0027984536528390955,0.9041421551350982,0.002530199916723628
BOL,8244.235658484637,12224110.0,0.7082999999999999,0.3505492399830046,0.6197954434967983,0.5,0.3666666666666666,0.4823807976371062,0.1607276599735671,0.1892292538184218,0.019645011375,0.06,0.05,0.8,1.5,0.9260889312483117,17.580172028795612,3.209777291990035e-05,214901956.69892073,392.36670692788306,0.020012676317423338,1648.8471316969276,1.5531986317328506,2.637846091555647e-05,5.719312004343879e-06,15.80668782551998,0.03472960894582046,14.253489193787127,289.6891926828598,0.002320978354014472,0.09999999999999998,0.9260889312483118,0.9325780714224857,0.9260889312483118,0.039999999999999994,3418.144212567414,0.012776897541302259,77.15515971279984,0.038831743186189496,0.10112564432423549,24.027052448519818,293709332.1064756,0.002914406312948143,0.7316824261512208,0.0021324198818483313
BRA,15093.465117066098,215313498.0,0.87555,0.5291082704872349,0.3928613642977452,0.6666666666666666,0.55,0.2423649776461265,0.2714958920331365,0.2044296560543529,0.058245602832,0.06,0.05,0.8,1.5,0.6515526203556345,26.870201484912698,2.0561077215951703e-05,5785517073.681347,4427.077458014663,0.018235153170295084,3622.431628095864,1.3032291195745909,1.741941956516013e-05,3.141657650791578e-06,22.680364556815427,0.08477338920846918,21.37713543724083,1382.1863931437372,0.0008845348570424579,0.08,0.6515526203556345,0.6515526203556345,0.6515526203556345,0.04800000000000001,14946.184317871714,0.0032360074351038344,163.68235491590804,0.04757068299933288,0.11640181364773558,38.12670701769948,8209194655.2020235,0.0025260406886017063,0.7047606149788599,0.0017802539891605613
BTN,11595.683107514,782455.0,0.43686,0.6224304917176389,0.653216539981002,0.8333333333333334,0.8333333333333334,0.15485283162287,0.0458241761753092,0.2554359126144432,1.5388477e-05,0.06,0.05,0.8,1.5,17.671044653804454,194.97949323422452,0.0001944830552400225,152562679.37858516,152.1742389878318,0.022332764273915236,2319.1366215028,17.688810238099585,0.00014299667463506396,5.148638060495855e-05,162.8635386769383,0.009010008818475041,145.17472843883874,1356.7476123363892,0.008362067797905597,0.1,17.671044653804454,17.69129847698292,17.671044653804454,0.04000000000000001,14976.391436940894,0.024421478383668437,77.3814936857192,0.03636483050505104,0.06949746790020542,242.84338383841404,190014019.90128624,0.02094256815978798,0.8029022250981409,0.016814834574763248
BWA,15518.651045267903,2630296.0,0.72224,0.5450701640250646,0.599007672716824,0.6666666666666666,0.6708333333333334,0.2158499620289047,0.1467561032549027,0.1175134459185533,0.154262420302,0.06,0.05,0.8,1.5,0.4963819764008739,15.872763876587587,1.2209669271618614e-05,41750067.333532825,32.11504424646135,0.012077367346943292,2172.6111463375064,0.7653803480358332,1.0720964613691108e-05,1.4887046579275054e-06,14.772881045234083,0.022896740447466545,14.007500697198246,418.7907897749867,0.000608967429008829,0.07,0.4963819764008739,0.4963819764008739,0.4963819764008739,0.028000000000000004,10065.376550988549,0.003175286521609262,82.10832125528194,0.027704335214170803,0.06766561175691299,23.603959001659383,62085398.94622867,0.0015210058485629091,0.6724619321475569,0.0010228185317323482
CAN,49296.37921427719,38929902.0,0.8175199999999999,0.7290944203661487,0.7828004369006899,0.6666666666666666,0.825,0.2209511482560882,0.4509591004971903,0.1306246481346276,0.002486375387,0.06,0.05,0.8,1.5,1.1673581492588274,24.89056858235002,2.6287046621682547e-06,968987395.6351652,102.33521488515325,0.04472779207094946,10352.239634998212,1.9600770416539097,2.4270324795655347e-06,2.016721826027202e-07,23.59932386106364,0.09931777867510763,21.63924681940973,2694.447371892761,0.0003495289033418258,0.07,1.1673581492588274,1.1673581492588274,1.1673581492588276,0.042,46853.0700867854,0.0019542692308321392,541.3017220098297,0.04184435486452141,0.10269355476340448,28.77162081937261,1120076378.8793354,0.0005836457216119392,0.8651083210991929,0.0005049167703404316
CHE,72278.2072582055,8775760.0,0.74092,0.8346389202560219,0.9344967924968568,1.0,1.0,0.2289916063398242,0.3883157696464528,0.233723074320163,0.00030503981,0.06,0.05,0.8,1.5,12.808496313284708,88.1041658687561,5.3818716277732265e-06,773181014.6643951,47.23001375614717,0.03373248086776794,8673.384870984659,15.44654033469574,4.870336207279221e-06,5.115354204940054e-07,82.95872969619259,0.04772752717346039,67.51218936149685,2448.6236040856475,0.0010112032274695885,0.06,12.808496313284708,12.974163494383156,12.808496313284708,0.024,37876.43140995015,0.005698996913147959,412.9681298439116,0.023589550687360683,0.041853010560167395,104.57897780319696,917760010.2461838,0.0014468950153896417,0.8424653569913051,0.0012189589256691744
CHL,25886.1213561616,19603733.0,0.87912,0.5408725972262776,0.6397672985802739,1.0,0.8666666666666667,0.2231146309942332,0.2154804741116743,0.1713887966067474,0.00749503097,0.06,0.05,0.8,1.5,8.48629255799468,185.50693877481507,5.745512938258349e-05,3636628497.3888216,1126.3350158966214,0.02175491019031656,5436.085484793936,12.93215159783059,5.0311709245593984e-05,7.143420136989504e-06,166.64527937382854,0.05471580972455005,153.71312777599795,1408.1466428249773,0.005555323115524721,0.06999999999999999,8.48629255799468,8.82438206995516,8.48629255799468,0.042,24364.540597673495,0.027423332078693588,242.69277700351589,0.039844347602690997,0.0896057848594633,239.29260702686932,4691028377.02867,0.009244050266723763,0.7752305475696755,0.007166270150033867
CHN,18187.8411189224,1412175000.0,0.6356,0.6520846316363867,0.7804302528795941,0.8333333333333334,0.8166666666666667,0.2022686904693058,0.3160080898699609,0.1733558135246135,0.001107742747,0.06,0.05,0.8,1.5,3.1760595842882737,43.331898417060714,2.1096282314219073e-05,61192223647.11272,29791.642477082318,0.030383176866299006,6183.865980433617,4.142005417745418,1.89907277434613e-05,2.1055545707577696e-06,39.96206733315067,0.11332477465161644,35.82006191540525,1652.0794760066156,0.0015763927259106587,0.068,3.1760595842882737,3.1760595842882737,3.1760595842882733,0.068,30572.53184408199,0.00795610074771669,301.8994262864965,0.06728385405174166,0.12331283537780587,51.74610390654502,73074554284.2252,0.0028450932448881483,0.8373944151490014,0.0023824651938474856
CIV,5537.369757684749,28160542.0,0.52661,0.4411772661914926,0.3515720969429335,0.5,0.4416666666666666,0.5264144049225482,0.1072404611072749,0.1775087680962455,0.115022170219,0.06,0.05,0.8,1.5,0.14834798300297075,2.296052267285332,7.545634086524657e-06,64658076.307083815,212.48914561020922,0.005870329056486297,1107.47395153695,0.2093264780901725,6.0363319686243624e-06,1.5093021179002944e-06,2.0978093359250938,0.018845890747539087,1.8884828578349213,198.44047305645972,0.00040859559679090607,0.1,0.14834798300297075,0.14834798300297075,0.14834798300297075,0.04000000000000001,2103.8063190916923,0.002227104797234449,47.70632152475644,0.039791788160409694,0.11606567589142402,3.1092169576428863,87557234.72281472,0.0005614970814126909,0.7384664044242127,0.0004146467308055193
CMR,3723.5323365555096,27914536.0,0.58733,0.5426972877468083,0.6181845322890618,0.8333333333333334,0.5,0.4033385932793022,0.0184804218843114,0.2817346101843237,0.256575177358,0.06,0.05,0.8,1.5,0.31630902182782894,3.4215091146857977,2.4743956376873756e-05,95509839.35622483,690.716061064672,0.008602130894625032,744.706467311102,0.41754492787879005,1.6801889501916375e-05,7.94206687495738e-06,2.8750965058964737,0.0029044387441497645,2.457551578017684,180.32426740597037,0.001039116728083814,0.1,0.31630902182782894,0.31630902182782894,0.31630902182782894,0.04,1846.3555923482154,0.005042859278244647,32.946452544151896,0.03949739720979242,0.09200124677326384,5.622142330048845,156939494.46927238,0.0015098948583993402,0.6085774627936308,0.0009188879820098189
COD,1132.65423032115,99010212.0,0.46837,0.5417738643394608,0.5874933870575137,0.5,0.375,0.3277168959915325,0.0873836122121661,0.2913057834198177,0.698637778178,0.06,0.05,0.8,1.5,0.26000594089390583,3.6804582666635746,0.00015158550824786706,364402953.23951304,15008.513307749066,0.00464846083459962,226.53084606423002,0.29487220262875957,9.298253711207805e-05,5.860297113578901e-05,2.9031916905779567,0.014803326941239366,2.6083194879491973,108.02644991684912,0.0017792635974133698,0.1,0.26000594089390583,0.26191614949697095,0.26000594089390583,0.04000000000000001,691.2394473249345,0.004349102874134726,8.995916743489358,0.0391440966394347,0.11810997099580654,5.778348234932079,572115483.750451,0.005101599482212414,0.6369395053787089,0.0032494102508406524
COL,15616.752219973494,51874024.0,0.8205,0.5172414705972652,0.583481532649143,0.8333333333333334,0.6916666666666667,0.3414650517486818,0.148514940624197,0.2888962899087083,0.06613518166,0.06,0.05,0.8,1.5,4.448902909538966,50.25579435902769,4.264509758283655e-05,2606970282.719267,2212.172815494405,0.0086830390006049,5934.365843589929,6.1981987309890965,3.1047246282756954e-05,1.1597851300079594e-05,41.93528055327871,0.0494426326419002,35.737081822289596,1563.0426131429315,0.0036072598108059834,0.076,4.448902909538966,4.608837573574071,4.448902909538966,0.076,17379.13093360318,0.01684181029551649,297.22309165257485,0.07441349305259104,0.15769134224547626,83.2252660356402,4317229447.739184,0.005329230102607177,0.6038526129493688,0.0032180695224677766
COM,3245.76869721125,836774.0,0.29864,0.5611604077563926,0.5535284709605425,0.3333333333333333,0.3333333333333333,0.2453295509724245,0.0440552689565226,0.2392337036923884,0.186437217461,0.06,0.05,0.8,1.5,0.571066385052315,10.807876916602007,9.506846380896593e-05,9043750.399012728,79.55081873528366,0.011164331929815797,1298.3074788845001,0.694989847397643,6.234098289151436e-05,3.272748091745159e-05,8.917258340189482,0.019405687411395783,8.222268492791837,674.3003895539069,0.0015430965332484275,0.1,0.571066385052315,0.5949025156198469,0.571066385052315,0.08000000000000002,5292.0957697037975,0.0038047682528611444,60.39104894795552,0.07927419067157415,0.23167519794337316,17.57975537794777,14710282.226626867,0.0054162070738596425,0.6147910869203289,0.0033298358339237436
CRI,22070.920974668297,5180829.0,0.82042,0.665176892969537,0.8263909380371303,1.0,0.675,0.432619322553597,0.3283491382560658,0.2016015653020331,0.008868735494,0.06,0.05,0.8,1.5,1.197510229205239,39.87317801054175,1.6232401535039376e-05,206576116.95917702,84.09729661237651,0.019180891236215504,9711.20522885405,4.022526628968631,1.462896952941891e-05,1.6034320056204651e-06,35.857209539018555,0.173223722503661,31.834682910049928,1475.5486894215935,0.003414045968237258,0.08800000000000001,1.197510229205239,1.197510229205239,1.197510229205239,0.08800000000000002,22447.460671733945,0.020144448510451437,419.63134238158847,0.08656336618346593,0.17326861887829226,53.22472923748244,275748220.7506969,0.002411531865778082,0.7491475970245399,0.0018065933023957554
CYP,44996.31640625001,1251488.0,0.66911,0.2915047815919911,0.4365650299807803,0.8181818181818182,0.7007575757575758,0.1451910922152238,0.2932284434732525,0.0717739534520246,0.000126419744,0.06,0.05,0.8,1.5,8.876552844725012,158.5917336090629,1.9321062416453398e-05,198475651.5109389,24.18007776144243,0.022462048956649966,10799.115937499999,9.416921204036246,1.821501195980733e-05,1.1060504566460699e-06,156.62589910716636,0.06859850038110818,147.20897790313012,1586.4522644829276,0.0018825584013060098,0.08,8.876552844725012,8.970204111484797,8.876552844725012,0.04800000000000001,74378.63971359859,0.01084985907030477,477.60899298418366,0.047067136835812165,0.08378523602747294,184.41508644194104,230793267.70105192,0.0040984485213622,0.8599715818748482,0.003524549258148484
CZE,41052.34573109651,10672118.0,0.7437699999999999,0.5393701498150425,0.7777441399174381,1.0,0.925,0.1901309840206049,0.4257074978033049,0.1354200606598543,8.1421604e-05,0.06,0.05,0.8,1.5,2.3605427891616104,31.61393037841166,4.187772646514346e-06,337387595.44219387,44.692403840773395,0.032863937354695685,4515.758030420616,3.1904359519730416,3.930151214422793e-06,2.57621432091554e-07,30.52320596084379,0.05140883103373182,27.33277000887074,746.040340150511,0.0006032092177946542,0.055,2.3605427891616104,2.3605427891616104,2.360542789161611,0.022000000000000006,23750.77399237166,0.003452221283269782,243.86605488490417,0.02171168213640447,0.03485101517520663,34.83293444929129,371741186.7291016,0.0008485004651733186,0.9075873416416939,0.0007700882815683929
DEU,53969.62554886499,83797985.0,0.77648,0.6063789838354662,0.8288874185926249,0.8333333333333334,0.9166666666666669,0.2180023453970511,0.4321037130259294,0.1009968407076078,0.0,0.06,0.05,0.8,1.5,1.979776116248942,43.720176558181755,3.961299259181425e-06,3663662699.419866,331.94889590139616,0.0297117070896239,5612.841057081961,3.4504786187214624,3.8148787705976075e-06,1.464204885838175e-07,42.75505546934806,0.04882946342704617,39.30457685062659,686.3735323788035,0.0006687732438270432,0.052000000000000005,1.9797761162489422,1.979776116248942,1.979776116248942,0.020800000000000003,25746.700324985963,0.004011727774423342,291.1988878967117,0.0204943312229587,0.035032252907162796,49.66629457268205,4161935407.6071916,0.0009202638348437931,0.8802786061319977,0.0008100885658099812
DNK,59935.119915577394,5903037.0,0.8836700000000001,0.6982914904907482,0.7946013699842172,0.8333333333333334,0.9166666666666669,0.2117268243790424,0.4244698821202023,0.078235059323093,0.001649913074,0.06,0.05,0.8,1.5,0.7324671353360841,14.839822448860915,1.1223710153366681e-06,87600020.9890566,6.625397631259919,0.040369108230101564,7192.2143898692875,1.2255955671607361,1.1035964927485293e-06,1.8774522588139032e-08,14.904423626390852,0.053680158825074015,13.678828059230113,790.3693301532162,0.00017657392591713202,0.060000000000000005,0.7324671353360841,0.7324671353360841,0.7324671353360841,0.024,33969.31121487695,0.0010594435555027922,421.56657567205804,0.02391981287655318,0.04474819676323475,16.46866936984485,97215164.63096084,0.00027477494652621145,0.901094199877104,0.00024759811058631053
DOM,19338.0151125748,11228821.0,0.83848,0.5853167226634055,0.8114523226201735,0.6666666666666666,0.5416666666666666,0.2486250864217581,0.1770212695996403,0.2273090232923261,0.008537285128,0.06,0.05,0.8,1.5,6.15031745074165,71.20114312780223,3.3287546638845735e-05,799504891.1774713,373.7799027367504,0.010181294691521839,7928.586196155668,7.851884106252284,2.7742189176489638e-05,5.5453574623561e-06,62.86836493237668,0.08048152616503301,55.01648082612438,2334.3242883058233,0.00326837669025709,0.082,6.15031745074165,6.180573777460097,6.15031745074165,0.08199999999999999,31889.727260691292,0.016043313267870236,357.0394931115516,0.08049263321704238,0.15815815539107458,89.51578630971345,1005156741.1460229,0.004629005913409625,0.7954032027541507,0.0036819261290939186
ECU,10859.217829113702,18001000.0,0.6456999999999999,0.563095812503476,0.5041280465060598,0.6666666666666666,0.4333333333333333,0.1806050261935844,0.1375467032858406,0.2186304478173898,0.031807919477,0.06,0.05,0.8,1.5,5.424044733762153,97.32248039804217,0.00012424683447651879,1751901969.6451569,2236.5672674118146,0.010466866354872996,2606.2122789872883,7.136343719078728,9.491704802794799e-05,2.93297864485708e-05,83.18116664499782,0.039678263683364245,76.04482292591906,1084.0119504462036,0.00531306659166477,0.08,5.424044733762152,6.433086397294022,5.424044733762153,0.04800000000000001,14430.452650823665,0.01843354295312696,124.73250874269189,0.045800436444279245,0.1032749404649776,140.5992972758709,2530927950.262952,0.012947460810567992,0.6921974880648587,0.008962199849893363
EGY,12780.759867658198,110990103.0,0.42967,0.6082203936160391,0.661233132045334,0.6666666666666666,0.4666666666666667,0.7411056618723808,0.1255228522983458,0.0732992363315387,0.014670147196,0.06,0.05,0.8,1.5,0.19711892547280696,5.045236689378505,4.3615692643543115e-06,559971339.8134992,484.09102189231936,0.0026027995535172917,2811.767170884804,0.5136115597804289,4.063242948834395e-06,2.9832631551991684e-07,5.189036252715629,0.02399176423322376,4.6754246929352,136.59340827085697,0.0006139953631517583,0.07333333333333335,0.19711892547280696,0.19711892547280696,0.19711892547280696,0.044000000000000004,3794.0165829808398,0.0036839721789105506,122.29772869771568,0.04371540009939126,0.11592129182445568,6.30199111363629,699458642.8075765,0.0004930842280812678,0.8005781979700968,0.0003947524827647776
ESP,40223.0125356769,47778340.0,0.81304,0.6061794448483766,0.846283972014659,0.8333333333333334,0.7666666666666666,0.166704778502992,0.3741873083218517,0.1436213657878785,0.008863663023,0.06,0.05,0.8,1.5,1.3998605111979083,26.128685696791244,4.1791589751826056e-06,1248385228.974429,199.67327843032612,0.03746168734803052,8446.832632492149,1.8186477298325856,3.49710382222588e-06,6.820551529567263e-07,24.194695900608473,0.08270573494935572,22.376048170775878,2744.4916437979573,0.00031385168456183026,0.07,1.3998605111979083,1.3998605111979083,1.3998605111979083,0.04200000000000001,50669.40916957904,0.00134943114408277,392.6699401213932,0.04185166934657473,0.10168278334583325,33.713262608529654,1610763723.4196167,0.0008381585685216082,0.7750269085549891,0.0006495954442401771
